candidate_id,committee_id,transaction_date,transaction_amount
H0CA25105,C70006432,9/27/2022 0:00,493.12
H0NH02181,C70000666,9/28/2022 0:00,146.03
H8NH01210,C70000666,9/28/2022 0:00,146.03
S6NH00091,C70000666,9/28/2022 0:00,146.03
S2OH00402,C70000120,9/28/2022 0:00,5423.2
H2OH09031,C70000120,9/28/2022 0:00,5058.2
H2NY01190,C70006432,9/28/2022 0:00,431.76
S2NV00324,C70006432,9/28/2022 0:00,1.38
H0NY02234,C70006432,9/28/2022 0:00,431.76
H2NY19127,C70006432,9/28/2022 0:00,431.76
H2NY22212,C70006432,9/28/2022 0:00,431.76
H2NY17162,C70006432,9/28/2022 0:00,431.76
H2NY23228,C70006432,9/28/2022 0:00,431.76
H4NY22051,C70006432,9/28/2022 0:00,431.76
H0NY11078,C70006432,9/28/2022 0:00,431.76
H8MD01094,C70006432,9/28/2022 0:00,611.85
H0MD06231,C70006432,9/28/2022 0:00,611.85
H4NY21079,C70006432,9/28/2022 0:00,431.76
H2NY18087,C70006432,9/28/2022 0:00,431.76
H6NE02125,C70002563,9/29/2022 0:00,600
S0IA00028,C70002563,9/29/2022 0:00,5311.57
S0UT00165,C70002563,9/29/2022 0:00,600
H6NE02125,C70002563,9/29/2022 0:00,3537.84
S0UT00165,C70002563,9/29/2022 0:00,10879.64
S0IA00028,C70002563,9/29/2022 0:00,600
H0IA02180,C70002563,9/29/2022 0:00,2354.9
H0IA02180,C70002563,9/29/2022 0:00,600
H0GA06192,C70000716,9/29/2022 0:00,547.8
H0GA06192,C70000716,9/29/2022 0:00,547.8
S2GA00225,C70000716,9/29/2022 0:00,16682.25
S2CA00955,C70006457,9/29/2022 0:00,2676.93
H8VA02111,C70000666,9/29/2022 0:00,126.88
H2OH01194,C70004452,9/29/2022 0:00,6.25
S2OH00402,C70004452,9/29/2022 0:00,9.38
S2OH00436,C70004452,9/29/2022 0:00,3.13
H2CA13115,C70002563,9/30/2022 0:00,600
H8CA45130,C70002563,9/30/2022 0:00,10339.62
H2CA37312,C70002563,9/30/2022 0:00,600
S6PA00274,C70006176,9/30/2022 0:00,21093.87
H6MI07108,C70006358,9/30/2022 0:00,2100
H2AZ02311,C70006358,9/30/2022 0:00,12.96
H6MI07108,C70006358,9/30/2022 0:00,51.36
S0GA00559,C70006358,9/30/2022 0:00,6260.92
H8CA49058,C70002563,9/30/2022 0:00,10157.98
H2AZ02311,C70006358,9/30/2022 0:00,4800
H2NV04011,C70006358,9/30/2022 0:00,1900
H2CA13115,C70002563,9/30/2022 0:00,10157.98
S6NV00200,C70006358,9/30/2022 0:00,617.44
H2NV04011,C70006358,9/30/2022 0:00,9.68
S0AZ00350,C70006358,9/30/2022 0:00,12400
H6NV04020,C70006358,9/30/2022 0:00,1900
H8MI08102,C70006358,9/30/2022 0:00,4107.36
H2CA37312,C70002563,9/30/2022 0:00,8489.04
S0GA00559,C70006358,9/30/2022 0:00,27.12
H8CA49058,C70002563,9/30/2022 0:00,600
H8AZ09040,C70006358,9/30/2022 0:00,9.68
H8NV03036,C70006358,9/30/2022 0:00,1900
H8NV03036,C70006358,9/30/2022 0:00,11.28
H8CA45130,C70002563,9/30/2022 0:00,600
S6NV00200,C70006358,9/30/2022 0:00,17418.88
H6AZ01199,C70006358,9/30/2022 0:00,31.52
H6NV04020,C70006358,9/30/2022 0:00,13.28
H8MI08102,C70006358,9/30/2022 0:00,636.16
H8AZ09040,C70006358,9/30/2022 0:00,4150
H6AZ01199,C70006358,9/30/2022 0:00,3450
H8IL14174,C70006358,9/30/2022 0:00,80.16
H4NC10047,C70000716,9/30/2022 0:00,968.52
H2NC05157,C70000716,9/30/2022 0:00,799.31
H2NC08185,C70000716,9/30/2022 0:00,852.45
H2CA03157,C70000716,9/30/2022 0:00,1313.85
H8CA39240,C70000716,9/30/2022 0:00,2741.01
H2CA42205,C70000716,9/30/2022 0:00,939.89
S2NC00505,C70000716,9/30/2022 0:00,26616.25
H4NC05146,C70000716,9/30/2022 0:00,735.2
H2CA04122,C70000716,9/30/2022 0:00,1314.03
H6CA22125,C70000716,9/30/2022 0:00,1223.73
H2NC14050,C70000716,9/30/2022 0:00,991.68
H0CA48198,C70000716,9/30/2022 0:00,689.89
H0NC09187,C70000716,9/30/2022 0:00,980.97
H0CA25105,C70000716,9/30/2022 0:00,942.7
H4MT01041,C70000716,9/30/2022 0:00,2206.6
H2CA23155,C70000716,9/30/2022 0:00,1223.73
H2CA21233,C70000716,9/30/2022 0:00,364.53
H0CA25154,C70000716,9/30/2022 0:00,942.7
H2CA37023,C70000716,9/30/2022 0:00,939.89
H2NC07096,C70000716,9/30/2022 0:00,910.29
H2CA47196,C70000716,9/30/2022 0:00,834.44
S2NC00497,C70000716,9/30/2022 0:00,26616.25
H2CA39136,C70000716,9/30/2022 0:00,689.81
H2CA20094,C70000716,9/30/2022 0:00,364.53
H8CA45130,C70000716,9/30/2022 0:00,834.44
H2MT02092,C70000716,9/30/2022 0:00,2206.6
H2CA40092,C70000716,9/30/2022 0:00,1213.72
S2WI00441,C70004148,9/30/2022 0:00,7307.69
H6PA02171,C70004874,9/30/2022 0:00,2150
H8PA15229,C70004874,9/30/2022 0:00,3109
H8PA05071,C70004874,9/30/2022 0:00,0
S6PA00274,C70004874,9/30/2022 0:00,22695
H2PA17079,C70004874,9/30/2022 0:00,959
H4PA13199,C70004874,9/30/2022 0:00,2150
H8PA07200,C70004874,9/30/2022 0:00,2150
H8PA10147,C70004874,9/30/2022 0:00,0
H8PA04116,C70004874,9/30/2022 0:00,2150
H2PA04135,C70004874,9/30/2022 0:00,0
H2PA11114,C70004874,9/30/2022 0:00,8265
H8PA13125,C70004874,9/30/2022 0:00,0
H6PA08277,C70004874,9/30/2022 0:00,2150
H8PA06087,C70004874,9/30/2022 0:00,10415
H2PA16097,C70004874,9/30/2022 0:00,6070
H2PA18200,C70004874,9/30/2022 0:00,5583
H8PA18199,C70004874,9/30/2022 0:00,0
H2PA17103,C70004874,9/30/2022 0:00,3413
H6PA08277,C70006499,9/30/2022 0:00,500
H6AZ01199,C70004262,9/30/2022 0:00,2230.15
H2AZ02311,C70004262,9/30/2022 0:00,2230.15
H0NH02181,C70004262,9/30/2022 0:00,4923.59
H8PA07200,C70004262,9/30/2022 0:00,1948.08
H2CO08020,C70004262,9/30/2022 0:00,150.61
S2FL00631,C70004262,9/30/2022 0:00,451.85
H0MI03316,C70004262,9/30/2022 0:00,150.62
H6NV04020,C70004262,9/30/2022 0:00,225.92
H2OR04095,C70004262,9/30/2022 0:00,8690.33
H8AZ09040,C70004262,9/30/2022 0:00,9009.77
H8PA07200,C70004262,9/30/2022 0:00,14920.83
H8VA10106,C70004262,9/30/2022 0:00,9545.5
S2WA00189,C70004262,9/30/2022 0:00,13035.5
S6PA00274,C70004262,9/30/2022 0:00,1282.62
H8IA03124,C70004262,9/30/2022 0:00,1262.63
H8MI08102,C70004262,9/30/2022 0:00,1948.08
H8NH01210,C70004262,9/30/2022 0:00,4923.59
S2NC00497,C70004262,9/30/2022 0:00,1105.89
H8WA08189,C70004262,9/30/2022 0:00,2453.74
S2WI00441,C70004262,9/30/2022 0:00,451.85
S0AZ00350,C70004262,9/30/2022 0:00,15369.82
H6AZ01199,C70004262,9/30/2022 0:00,9009.78
H0NH02181,C70004262,9/30/2022 0:00,14765.33
S2FL00631,C70004262,9/30/2022 0:00,17772.5
H8AZ09040,C70004262,9/30/2022 0:00,99.37
S0AZ00350,C70004262,9/30/2022 0:00,4103.53
H6AZ01199,C70004262,9/30/2022 0:00,2840.91
S4CA00522,C70004262,9/30/2022 0:00,2840.91
H2CO08020,C70004262,9/30/2022 0:00,3787.88
S6NV00200,C70004262,9/30/2022 0:00,1262.62
H2NM02191,C70004262,9/30/2022 0:00,1262.63
S2WA00189,C70004262,9/30/2022 0:00,2453.74
H6VA04061,C70004262,9/30/2022 0:00,150.62
H8NC13067,C70004262,9/30/2022 0:00,14668.38
S0AZ00350,C70004262,9/30/2022 0:00,149.07
H6AZ01199,C70004262,9/30/2022 0:00,99.38
S4CA00522,C70004262,9/30/2022 0:00,132.5
S2OH00402,C70004262,9/30/2022 0:00,11363.64
S0AZ00350,C70004262,9/30/2022 0:00,2230.15
S2GA00559,C70004262,9/30/2022 0:00,1105.89
H0MI03316,C70004262,9/30/2022 0:00,842.19
H2RI02184,C70004262,9/30/2022 0:00,1105.89
H8AZ09040,C70004262,9/30/2022 0:00,112.97
S2OH00402,C70004262,9/30/2022 0:00,451.85
H8VA02111,C70004262,9/30/2022 0:00,150.61
H2NM02191,C70004262,9/30/2022 0:00,56.48
H6NV04020,C70004262,9/30/2022 0:00,19091
S0CO00211,C70004262,9/30/2022 0:00,8821.42
H8CA49058,C70004262,9/30/2022 0:00,132.5
S6NH00091,C70004262,9/30/2022 0:00,182.19
S2FL00631,C70004262,9/30/2022 0:00,11363.64
H6NV04020,C70004262,9/30/2022 0:00,2453.74
H6AZ01199,C70004262,9/30/2022 0:00,112.97
H2OR06066,C70004262,9/30/2022 0:00,150.61
H2RI02184,C70004262,9/30/2022 0:00,56.48
S6OR00110,C70004262,9/30/2022 0:00,8690.34
S6PA00274,C70004262,9/30/2022 0:00,21280.87
H2NC14076,C70004262,9/30/2022 0:00,14668.38
H2OH01194,C70004262,9/30/2022 0:00,8690.33
H2RI02184,C70004262,9/30/2022 0:00,6360.03
H2AZ02311,C70004262,9/30/2022 0:00,99.37
S2CA00955,C70004262,9/30/2022 0:00,132.5
H2CO08020,C70004262,9/30/2022 0:00,132.5
H8AZ09040,C70004262,9/30/2022 0:00,2840.91
S4CA00522,C70004262,9/30/2022 0:00,2453.74
S2FL00631,C70004262,9/30/2022 0:00,1105.89
S6OR00110,C70004262,9/30/2022 0:00,2453.74
S6PA00274,C70004262,9/30/2022 0:00,1948.08
H6MN02131,C70004262,9/30/2022 0:00,1105.89
H2NM02191,C70004262,9/30/2022 0:00,1105.89
H8NC13067,C70004262,9/30/2022 0:00,112.96
H2AZ02311,C70004262,9/30/2022 0:00,9009.78
H2NM02191,C70004262,9/30/2022 0:00,6360.03
H8FL00034,C70004262,9/30/2022 0:00,198.75
H8MI08102,C70004262,9/30/2022 0:00,3787.88
S6NH00091,C70004262,9/30/2022 0:00,1262.62
H8CA49058,C70004262,9/30/2022 0:00,2453.74
H2CO08020,C70004262,9/30/2022 0:00,2230.15
S6NH00091,C70004262,9/30/2022 0:00,4923.59
H8PA06087,C70004262,9/30/2022 0:00,1948.08
S0CO00211,C70004262,9/30/2022 0:00,150.62
H0NH02181,C70004262,9/30/2022 0:00,150.61
H2OR06066,C70004262,9/30/2022 0:00,8690.33
H8VA07094,C70004262,9/30/2022 0:00,9545.5
H8WA08189,C70004262,9/30/2022 0:00,13035.5
S2GA00559,C70004262,9/30/2022 0:00,42655.03
S2GA00559,C70004262,9/30/2022 0:00,12626.26
H2OR06066,C70004262,9/30/2022 0:00,3787.88
H2RI02184,C70004262,9/30/2022 0:00,1262.62
H2MI05119,C70004262,9/30/2022 0:00,842.19
H2OR06066,C70004262,9/30/2022 0:00,2453.74
S4CA00522,C70004262,9/30/2022 0:00,150.62
H8CO07045,C70004262,9/30/2022 0:00,150.62
H8NH01210,C70004262,9/30/2022 0:00,150.62
S6NV00200,C70004262,9/30/2022 0:00,25451.03
S2CA00955,C70004262,9/30/2022 0:00,7111.34
H8CA49058,C70004262,9/30/2022 0:00,7111.33
H8VA02111,C70004262,9/30/2022 0:00,9545.5
H0MI03316,C70004262,9/30/2022 0:00,10269.33
H8AZ09040,C70004262,9/30/2022 0:00,2230.15
S2CA00955,C70004262,9/30/2022 0:00,2453.74
S0CO00211,C70004262,9/30/2022 0:00,2230.15
H2AZ02311,C70004262,9/30/2022 0:00,112.97
H2NC14019,C70004262,9/30/2022 0:00,112.96
H2NC14019,C70004262,9/30/2022 0:00,14668.38
S2OH00402,C70004262,9/30/2022 0:00,8690.33
S2GA00559,C70004262,9/30/2022 0:00,447.19
H8MI08102,C70004262,9/30/2022 0:00,132.5
S0CO00211,C70004262,9/30/2022 0:00,3787.88
S6OR00110,C70004262,9/30/2022 0:00,3787.88
H8CO07045,C70004262,9/30/2022 0:00,2230.15
H8NC13067,C70004262,9/30/2022 0:00,1105.89
H6VA04061,C70004262,9/30/2022 0:00,2230.15
S2CA00955,C70004262,9/30/2022 0:00,150.62
S2GA00559,C70004262,9/30/2022 0:00,508.33
S6PA00274,C70004262,9/30/2022 0:00,207.1
H8PA07200,C70004262,9/30/2022 0:00,150.62
H2MI05119,C70004262,9/30/2022 0:00,10269.33
S2WI00441,C70004262,9/30/2022 0:00,21334
S2CA00955,C70004262,9/30/2022 0:00,2840.91
H8IA03124,C70004262,9/30/2022 0:00,1105.89
H8CA49058,C70004262,9/30/2022 0:00,150.61
S6NV00200,C70004262,9/30/2022 0:00,282.41
H2NC14076,C70004262,9/30/2022 0:00,112.96
S6OR00110,C70004262,9/30/2022 0:00,150.62
H8PA06087,C70004262,9/30/2022 0:00,150.62
H6MN02131,C70004262,9/30/2022 0:00,56.48
S4CA00522,C70004262,9/30/2022 0:00,7111.33
H2OH01194,C70004262,9/30/2022 0:00,8690.34
H2MI05119,C70004262,9/30/2022 0:00,3787.88
H8CO07045,C70004262,9/30/2022 0:00,132.5
H0MI03316,C70004262,9/30/2022 0:00,132.5
S6NV00200,C70004262,9/30/2022 0:00,248.44
H2OR04095,C70004262,9/30/2022 0:00,3787.88
H8WA08189,C70004262,9/30/2022 0:00,5681.82
H8VA07094,C70004262,9/30/2022 0:00,150.61
S2WA00189,C70004262,9/30/2022 0:00,225.93
S6NH00091,C70004262,9/30/2022 0:00,21125.37
H0MI03316,C70004262,9/30/2022 0:00,3787.88
S2WI00441,C70004262,9/30/2022 0:00,11363.64
H6MN02131,C70004262,9/30/2022 0:00,1262.62
H2MI05119,C70004262,9/30/2022 0:00,150.61
S2NC00497,C70004262,9/30/2022 0:00,112.97
S2NC00497,C70004262,9/30/2022 0:00,14668.38
H8CO07045,C70004262,9/30/2022 0:00,8821.42
H8MI08102,C70004262,9/30/2022 0:00,10269.33
H6MN02131,C70004262,9/30/2022 0:00,6360.03
H8NH01210,C70004262,9/30/2022 0:00,14765.33
H2AZ02311,C70004262,9/30/2022 0:00,2840.91
H6CA24303,C70004262,9/30/2022 0:00,2840.91
H8CA49058,C70004262,9/30/2022 0:00,2840.91
S2WA00189,C70004262,9/30/2022 0:00,5681.82
S6NV00200,C70004262,9/30/2022 0:00,2453.74
H8VA07094,C70004262,9/30/2022 0:00,2230.15
S6NH00091,C70004262,9/30/2022 0:00,207.1
H6VA04061,C70004262,9/30/2022 0:00,9545.5
H2CO08020,C70004262,9/30/2022 0:00,8821.41
H8FL00034,C70004262,9/30/2022 0:00,17772.5
S0CO00211,C70004262,9/30/2022 0:00,132.5
H2MI05119,C70004262,9/30/2022 0:00,132.5
H6NV04020,C70004262,9/30/2022 0:00,198.75
H8NH01210,C70004262,9/30/2022 0:00,132.5
H8CO07045,C70004262,9/30/2022 0:00,3787.88
S2OH00402,C70004262,9/30/2022 0:00,1948.08
H8VA02111,C70004262,9/30/2022 0:00,2230.15
S2WI00441,C70004262,9/30/2022 0:00,2230.15
S0AZ00350,C70004262,9/30/2022 0:00,169.47
H8MI08102,C70004262,9/30/2022 0:00,150.62
H2OR04095,C70004262,9/30/2022 0:00,150.62
H8WA08189,C70004262,9/30/2022 0:00,225.92
H8PA06087,C70004262,9/30/2022 0:00,14920.83
S2FL00631,C70004262,9/30/2022 0:00,198.75
S6PA00274,C70004262,9/30/2022 0:00,182.19
H6VA04061,C70004262,9/30/2022 0:00,132.5
S2OH00402,C70004262,9/30/2022 0:00,132.5
H8PA06087,C70004262,9/30/2022 0:00,132.5
H2RI02184,C70004262,9/30/2022 0:00,49.68
H8VA07094,C70004262,9/30/2022 0:00,132.5
S2WI00441,C70004262,9/30/2022 0:00,397.5
H6MN02131,C70004262,9/30/2022 0:00,49.69
H8VA02111,C70004262,9/30/2022 0:00,132.5
H8NC13067,C70004262,9/30/2022 0:00,99.38
H8PA07200,C70004262,9/30/2022 0:00,132.5
H2OH09031,C70004262,9/30/2022 0:00,132.5
H2NC14076,C70004262,9/30/2022 0:00,99.37
H2OR06066,C70004262,9/30/2022 0:00,132.5
H0NH02181,C70004262,9/30/2022 0:00,132.5
S2NC00497,C70004262,9/30/2022 0:00,99.38
S2WA00189,C70004262,9/30/2022 0:00,198.75
H8WA08189,C70004262,9/30/2022 0:00,198.75
H2OR04095,C70004262,9/30/2022 0:00,132.5
H2NM02191,C70004262,9/30/2022 0:00,49.68
H2NC14019,C70004262,9/30/2022 0:00,99.37
H2OH01194,C70004262,9/30/2022 0:00,132.5
S6OR00110,C70004262,9/30/2022 0:00,132.5
S2WI00441,C70000112,10/1/2022 0:00,11.84
S2WI00441,C70004148,10/1/2022 0:00,78.53
H2AZ02311,C70006358,10/1/2022 0:00,3000
H6NV04020,C70006358,10/1/2022 0:00,1187.5
H6AZ01199,C70006358,10/1/2022 0:00,2156.5
S6NV00200,C70006358,10/1/2022 0:00,12078.67
S0GA00559,C70006358,10/1/2022 0:00,4844.66
H6MI07108,C70006358,10/1/2022 0:00,1405.88
H8NH01210,C70006358,10/1/2022 0:00,300
H8AZ09040,C70006358,10/1/2022 0:00,2594
H8NV03036,C70006358,10/1/2022 0:00,1187.5
S6NH00091,C70006358,10/1/2022 0:00,1200
H2NV04011,C70006358,10/1/2022 0:00,1187.5
H0NH02181,C70006358,10/1/2022 0:00,300
S0AZ00350,C70006358,10/1/2022 0:00,7750
H8MI08102,C70006358,10/1/2022 0:00,3789.62
S2SD00068,C70000716,10/1/2022 0:00,263
S2WI00441,C70000120,10/1/2022 0:00,1182.09
H8MI11254,C70006341,10/1/2022 0:00,183.07
H8MI08102,C70006341,10/1/2022 0:00,183.07
H4MI12079,C70006341,10/1/2022 0:00,183.07
H2MI05119,C70006341,10/1/2022 0:00,183.07
S6NV00200,C70006341,10/1/2022 0:00,541
H0MI03316,C70004569,10/1/2022 0:00,173.26
H0MI03316,C70004569,10/1/2022 0:00,173.26
H8MI08102,C70004569,10/1/2022 0:00,173.26
H8MI08102,C70004569,10/1/2022 0:00,173.26
S2WI00441,C70000112,10/1/2022 0:00,45.73
S2WI00441,C70000112,10/1/2022 0:00,7.76
S2WI00441,C70000112,10/1/2022 0:00,11.43
S2OH00402,C70000112,10/1/2022 0:00,125
S0GA00559,C70000112,10/1/2022 0:00,1800.63
S2WI00441,C70000112,10/1/2022 0:00,201.7
S2WI00441,C70000112,10/1/2022 0:00,7.81
S2WI00441,C70000112,10/1/2022 0:00,482.21
S2WI00441,C70000112,10/1/2022 0:00,62.06
S2WI00441,C70000112,10/1/2022 0:00,11.02
S6PA00274,C70000112,10/1/2022 0:00,125
S2WI00441,C70000112,10/1/2022 0:00,42.06
H4NJ12149,C70000112,10/1/2022 0:00,503.27
S2WI00441,C70000112,10/1/2022 0:00,4.08
S2WI00441,C70000112,10/1/2022 0:00,12.25
H4NJ12149,C70000112,10/1/2022 0:00,437.5
S2WI00441,C70000112,10/1/2022 0:00,10.21
S0AZ00350,C70000112,10/1/2022 0:00,31.25
S6NV00200,C70000112,10/1/2022 0:00,233.76
S2WI00441,C70000112,10/1/2022 0:00,15.11
S2WI00441,C70000112,10/1/2022 0:00,120.86
S2WI00441,C70000112,10/1/2022 0:00,25.32
S2WI00441,C70000112,10/1/2022 0:00,52.26
S6NV00200,C70004262,10/2/2022 0:00,23.7
H6MN02131,C70002563,10/2/2022 0:00,21383.45
H6MN02131,C70002563,10/2/2022 0:00,1800
S2NC00505,C70000112,10/2/2022 0:00,93.75
S2NC00497,C70000112,10/2/2022 0:00,93.75
H2PA17103,C70000112,10/2/2022 0:00,187.5
H2NC14019,C70000112,10/2/2022 0:00,187.5
H6AZ01199,C70002563,10/3/2022 0:00,24857.24
H2TX23082,C70002563,10/3/2022 0:00,2400
H2TX23082,C70002563,10/3/2022 0:00,25473.48
H2MI05119,C70002563,10/3/2022 0:00,20027.78
H6AZ01199,C70002563,10/3/2022 0:00,2400
H8IL06139,C70002563,10/3/2022 0:00,1800
H2MI05119,C70002563,10/3/2022 0:00,1800
H8IL06139,C70002563,10/3/2022 0:00,23965.12
H4MI12079,C70006341,10/3/2022 0:00,1200
S2WI00441,C70000120,10/3/2022 0:00,104.15
S2WI00441,C70000120,10/3/2022 0:00,3838.59
S2NC00497,C70004148,10/3/2022 0:00,1219.86
S6PA00274,C70006481,10/3/2022 0:00,1578.94
S0GA00559,C70006481,10/3/2022 0:00,3158.73
H2MI05119,C70006341,10/3/2022 0:00,1200
H8MI11254,C70006341,10/3/2022 0:00,1200
H8MI08102,C70006341,10/3/2022 0:00,1200
H2OH01194,C70004452,10/3/2022 0:00,12.5
S2OH00402,C70004452,10/3/2022 0:00,25
H2OH01194,C70004452,10/3/2022 0:00,6.25
S2OH00402,C70004452,10/3/2022 0:00,12.5
S2NC00497,C70005988,10/3/2022 0:00,430.29
S2WI00441,C70005988,10/3/2022 0:00,1.08
S0GA00559,C70005988,10/3/2022 0:00,1.08
S0GA00559,C70005988,10/3/2022 0:00,430.29
S2WI00441,C70005988,10/3/2022 0:00,430.29
S2NC00497,C70005988,10/3/2022 0:00,1.08
S2WI00441,C70004569,10/3/2022 0:00,41.03
S2WI00441,C70004569,10/3/2022 0:00,41.03
H2WI03122,C70000112,10/3/2022 0:00,15.63
S6PA00274,C70000112,10/3/2022 0:00,15.63
H2OH01194,C70000112,10/3/2022 0:00,5985.96
H2WI01100,C70000112,10/3/2022 0:00,125
S2WI00441,C70000112,10/3/2022 0:00,31.25
S2WI00441,C70000112,10/3/2022 0:00,12.5
S2AZ00372,C70000112,10/3/2022 0:00,1337.5
H2OH13264,C70000112,10/3/2022 0:00,5985.96
H2MI05119,C70000112,10/3/2022 0:00,23.75
S0AZ00350,C70000112,10/3/2022 0:00,1337.5
H2OH09031,C70000112,10/3/2022 0:00,6167.35
S2WI00441,C70000112,10/3/2022 0:00,18.75
H8VA02111,C70000112,10/3/2022 0:00,15.63
H2WI03122,C70000112,10/3/2022 0:00,18.75
S2WI00441,C70000112,10/3/2022 0:00,15.63
H2WI03122,C70000112,10/3/2022 0:00,18.75
S2WI00441,C70000112,10/3/2022 0:00,62.5
S2WI00441,C70000112,10/3/2022 0:00,9.38
S2NV00324,C70000112,10/3/2022 0:00,721.5
S6NV00200,C70000112,10/3/2022 0:00,721.5
H0OR04107,C70006432,10/3/2022 0:00,526.03
H4AL06098,C70006432,10/3/2022 0:00,392.82
H6AL04098,C70006432,10/3/2022 0:00,392.82
H2WA08182,C70006432,10/3/2022 0:00,643.78
H2MO04207,C70006432,10/3/2022 0:00,421.24
H4WA05077,C70006432,10/3/2022 0:00,643.78
H0MO06073,C70006432,10/3/2022 0:00,421.24
S2MO00544,C70006432,10/3/2022 0:00,421.24
H0AL01055,C70006432,10/3/2022 0:00,392.82
S2WA00387,C70006432,10/3/2022 0:00,643.78
H2OR05209,C70006432,10/3/2022 0:00,526.03
H2OR06124,C70006432,10/3/2022 0:00,526.03
H4MO08162,C70006432,10/3/2022 0:00,421.24
H2AL05102,C70006432,10/3/2022 0:00,392.82
H4WA04104,C70006432,10/3/2022 0:00,643.78
H8MO09153,C70006432,10/3/2022 0:00,421.24
H2MO07143,C70006432,10/3/2022 0:00,421.24
S2AL00145,C70006432,10/3/2022 0:00,392.82
H8AL02171,C70006432,10/3/2022 0:00,392.82
H2AL03032,C70006432,10/3/2022 0:00,392.82
H0OR02127,C70006432,10/3/2022 0:00,526.03
H2MO02102,C70006432,10/3/2022 0:00,421.24
S0CO00211,C70005152,10/4/2022 0:00,2031.06
S0KY00420,C70000112,10/4/2022 0:00,8.93
S2OH00402,C70000112,10/4/2022 0:00,7.81
S6NV00200,C70005798,10/4/2022 0:00,3000
H2GA02031,C70005798,10/4/2022 0:00,3000
H8CA49058,C70002563,10/4/2022 0:00,1800
H2CA13115,C70002563,10/4/2022 0:00,17576.74
H8VA07094,C70002563,10/4/2022 0:00,1200
H8VA07094,C70002563,10/4/2022 0:00,5435.99
H8CA45130,C70002563,10/4/2022 0:00,23702.14
H6NE02125,C70002563,10/4/2022 0:00,1200
H2CA37312,C70002563,10/4/2022 0:00,20018.24
H6NE02125,C70002563,10/4/2022 0:00,1710.13
H8CA49058,C70002563,10/4/2022 0:00,23398.18
H8VA02111,C70002563,10/4/2022 0:00,1200
H8CA45130,C70002563,10/4/2022 0:00,1800
H2CA13115,C70002563,10/4/2022 0:00,1800
H8VA02111,C70002563,10/4/2022 0:00,14124.44
H2CA37312,C70002563,10/4/2022 0:00,1800
S2OH00402,C70000120,10/4/2022 0:00,29174
H2GA02031,C70005798,10/4/2022 0:00,29612.39
S6NH00091,C70000666,10/4/2022 0:00,29.21
H0NH02181,C70000666,10/4/2022 0:00,29.21
H8NH01210,C70000666,10/4/2022 0:00,29.21
S2FL00631,C70005152,10/4/2022 0:00,2090.47
S2OH00402,C70005152,10/4/2022 0:00,9587.2
S2WI00441,C70005152,10/4/2022 0:00,2762.39
S6PA00274,C70005152,10/4/2022 0:00,2244.77
S2WI00441,C70005988,10/4/2022 0:00,860.58
S0GA00559,C70005988,10/4/2022 0:00,72.25
S0WI00197,C70005988,10/4/2022 0:00,860.58
S2NC00497,C70005988,10/4/2022 0:00,72.25
S2WI00441,C70005988,10/4/2022 0:00,72.25
S0GA00559,C70005988,10/4/2022 0:00,32.1
S2WI00441,C70004569,10/4/2022 0:00,57.42
S2WI00441,C70004569,10/4/2022 0:00,57.42
H2KY03206,C70000112,10/4/2022 0:00,62.5
H6AZ01199,C70000112,10/4/2022 0:00,15.63
H2KY01085,C70000112,10/4/2022 0:00,8.93
S0AZ00350,C70000112,10/4/2022 0:00,7.81
H2NC02287,C70000112,10/4/2022 0:00,515.65
H2KY03206,C70000112,10/4/2022 0:00,8.93
H8KY02080,C70000112,10/4/2022 0:00,8.93
S2FL00631,C70000112,10/4/2022 0:00,475
S2OH00402,C70000112,10/4/2022 0:00,62.5
H2KY04212,C70000112,10/4/2022 0:00,8.93
S2WI00441,C70000112,10/4/2022 0:00,187.5
H2KY03206,C70000112,10/4/2022 0:00,62.5
H2KY04212,C70000112,10/4/2022 0:00,8.93
S0KY00420,C70000112,10/4/2022 0:00,8.93
H2KY03206,C70000112,10/4/2022 0:00,8.93
H2OH01194,C70000112,10/4/2022 0:00,125
H2NC14019,C70000112,10/4/2022 0:00,420.53
S0GA00559,C70000112,10/4/2022 0:00,380
S2OH00436,C70000112,10/4/2022 0:00,62.5
H2KY05177,C70000112,10/4/2022 0:00,8.93
H8KY02080,C70000112,10/4/2022 0:00,8.93
H2KY05177,C70000112,10/4/2022 0:00,8.93
H2KY01085,C70000112,10/4/2022 0:00,8.93
S2OH00436,C70000112,10/4/2022 0:00,7.81
S2NC00497,C70000112,10/4/2022 0:00,312.5
S2NC00497,C70000112,10/4/2022 0:00,15.63
H0TX04219,C70006432,10/4/2022 0:00,484.26
H0TX22302,C70006432,10/4/2022 0:00,484.26
H0TX35015,C70006432,10/4/2022 0:00,484.26
H2TX34113,C70006432,10/4/2022 0:00,484.26
H8TX02166,C70006432,10/4/2022 0:00,484.26
S4AK00099,C70006432,10/4/2022 0:00,601.01
H8TX05144,C70006432,10/4/2022 0:00,484.26
H2TX33040,C70006432,10/4/2022 0:00,484.26
H8TX27049,C70006432,10/4/2022 0:00,484.26
H2TX31044,C70006432,10/4/2022 0:00,484.26
H8TX21307,C70006432,10/4/2022 0:00,484.26
H2TX03290,C70006432,10/4/2022 0:00,484.26
H0TX11230,C70006432,10/4/2022 0:00,484.26
H0TX24209,C70006432,10/4/2022 0:00,484.26
H0TX13228,C70006432,10/4/2022 0:00,484.26
